,Record_ID,Created_Date,Qualified_Date,Closed_Date,Revenue,Region,Segment,Opportunity_Source,Outbound,CreateDiff,QualDiff
910,a734U000000tViUQAU,2022-01-07,2022-01-24,2022-02-06,169.0,North America,SMB,Trial,False,30,13
911,a734U000000tVXvQAM,2022-01-07,2022-02-07,2022-02-06,169.0,Europe,Agency,Trial,False,30,-1
912,a734U000000tVcRQAU,2022-01-07,2022-01-17,2022-02-06,169.0,Europe,SMB,Trial,False,30,20
913,a734U000000tHCyQAM,2021-11-28,2022-02-07,2022-02-06,169.0,North America,SMB,Trial,False,70,-1
914,a734U000000tUHrQAM,2022-01-04,2022-01-10,2022-02-06,169.0,North America,SMB,Trial,False,33,27
915,a734U000000tVmCQAU,2022-01-07,2022-01-20,2022-02-06,139.0,North America,Agency,Trial,False,30,17
916,a734U000000tVf6QAE,2022-01-07,2022-01-31,2022-02-06,99.0,Europe,SMB,Trial,False,30,6
917,a734U000000tVSqQAM,2022-01-07,2022-02-25,2022-02-06,99.0,Asia,Mid,Trial,False,30,-19
918,a734U000000tUOYQA2,2022-01-05,2022-02-07,2022-02-06,99.0,North America,Agency,Trial,False,32,-1
919,a734U000000tUGPQA2,2022-01-04,2022-01-04,2022-02-06,99.0,North America,SMB,Trial,False,33,33
920,a734U000000tUWSQA2,2022-01-05,2022-02-06,2022-02-06,49.0,Australia Pacific,SMB,Trial,False,32,0
921,a734U000000tekZQAQ,2021-12-10,2021-12-16,2022-02-07,6666.67,North America,Enterprise,BDR,True,59,53
922,a734U000000th21QAA,2021-11-17,2021-11-18,2022-02-07,2685.57,North America,Mid,Lead,False,82,81
923,a734U000000thKZQAY,2022-01-17,2022-01-19,2022-02-07,1375.0,Europe,Mid,Lead,False,21,19
924,a734U000000tVnZQAU,2021-11-05,2021-11-17,2022-02-07,1296.99,North America,Mid,Lead,False,94,82
925,a734U000000tbk2QAA,2021-12-14,2021-12-16,2022-02-07,894.0,North America,SMB,BDR,True,55,53
926,a734U000000tiVJQAY,2022-02-02,2022-02-02,2022-02-07,399.69,Australia Pacific,SMB,Lead,False,5,5
927,a734U0000016S2fQAE,2021-07-02,2021-12-08,2022-02-07,338.0,Europe,Mid,Trial,False,220,61
928,a734U000000tfeIQAQ,2022-01-06,2022-01-18,2022-02-07,298.0,North America,Mid,Unknown,False,32,20
929,a734U000000tI6IQAU,2021-10-26,2021-10-28,2022-02-07,283.92,North America,Mid,Lead,False,104,102
930,a734U000000tQVQQA2,2021-12-22,2022-01-12,2022-02-07,283.1,Europe,SMB,Trial,False,47,26
931,a734U000000tB5IQAU,2021-11-12,2021-12-15,2022-02-07,268.19,Asia,Enterprise,Trial,False,87,54
932,a734U000000tULKQA2,2022-01-04,2022-02-03,2022-02-07,241.41,North America,SMB,Trial,False,34,4
933,a734U000000tRMPQA2,2021-12-26,2022-02-28,2022-02-07,169.0,Europe,Agency,Trial,False,43,-21
934,a734U000000tUr6QAE,2022-01-05,2022-02-08,2022-02-07,169.0,North America,SMB,Trial,False,33,-1
935,a734U000000tQNlQAM,2021-12-22,2022-02-25,2022-02-07,169.0,Asia,SMB,Trial,False,47,-18
936,a734U000000tW3XQAU,2022-01-06,2022-02-08,2022-02-07,169.0,North America,SMB,Lead,False,32,-1
937,a734U000000t9XFQAY,2021-11-08,2022-02-28,2022-02-07,169.0,North America,SMB,Trial,False,91,-21
938,a734U000000tD2zQAE,2021-11-17,2022-02-07,2022-02-07,169.0,Europe,Enterprise,Trial,False,82,0
939,a734U000000tVjXQAU,2022-01-07,2022-02-07,2022-02-07,169.0,North America,Enterprise,Trial,False,31,0
940,a734U000000tUJeQAM,2022-01-04,2022-02-07,2022-02-07,169.0,Australia Pacific,Mid,Trial,False,34,0
941,a734U000000tVcHQAU,2022-01-07,2022-01-18,2022-02-07,169.0,Asia,SMB,Trial,False,31,20
942,a734U000000tfkGQAQ,2022-01-31,2022-01-31,2022-02-07,149.0,North America,SMB,Lead,False,7,7
943,a734U000000tNm9QAE,2021-12-14,2021-12-20,2022-02-07,149.0,North America,SMB,Trial,False,55,49
944,a734U000000tULAQA2,2022-01-04,2022-01-06,2022-02-07,145.22,North America,SMB,Trial,False,34,32
945,a734U000000teniQAA,2022-01-13,2022-01-24,2022-02-07,135.19,North America,SMB,Lead,False,25,14
946,a734U000000tVgEQAU,2022-01-07,2022-01-10,2022-02-07,99.0,North America,Agency,Trial,False,31,28
947,a734U000000tStjQAE,2021-12-31,2022-02-07,2022-02-07,99.0,Asia,Agency,Trial,False,38,0
948,a734U000000tS5tQAE,2021-12-28,2022-01-07,2022-02-07,99.0,North America,SMB,Trial,False,41,31
949,a734U000000tVymQAE,2022-01-08,2022-01-14,2022-02-07,99.0,North America,SMB,Trial,False,30,24
950,a734U000000tfuzQAA,2022-01-31,2022-01-31,2022-02-07,89.0,North America,Mid,Trial,False,7,7
951,a734U000000temGQAQ,2021-11-04,2021-12-09,2022-02-08,4166.65,North America,Enterprise,Lead,False,96,61
952,a734U000000titVQAQ,2021-04-15,2021-04-19,2022-02-08,2303.0,Europe,Enterprise,Lead,False,299,295
953,a734U000000taBaQAI,2022-01-07,2022-01-13,2022-02-08,1326.0,North America,Enterprise,BDR,True,32,26
954,a734U000000tgljQAA,2021-12-03,2021-12-07,2022-02-08,1162.08,North America,Mid,Lead,False,67,63
955,a734U000000tN92QAE,2021-12-03,2021-12-10,2022-02-08,1026.66,North America,Mid,Lead,False,67,60
956,a734U000000tiezQAA,2022-01-10,2022-02-08,2022-02-08,839.0,Europe,SMB,Self-Gen,True,29,0
957,a734U000000tipdQAA,2022-01-06,2022-01-06,2022-02-08,726.7,North America,SMB,Lead,False,33,33
958,a734U000000tewzQAA,2022-01-29,2022-02-07,2022-02-08,574.0,North America,Agency,Trial,False,10,1
959,a734U000000tWH0QAM,2022-01-09,2022-02-25,2022-02-08,507.0,North America,Agency,Trial,False,30,-17
960,a734U000000tTj1QAE,2022-01-03,2022-02-08,2022-02-08,507.0,North America,Mid,Trial,False,36,0
961,a734U000000thzIQAQ,2021-12-28,2021-12-29,2022-02-08,416.57,North America,Mid,Lead,False,42,41
962,a734U000000tUKHQA2,2022-01-04,2022-02-08,2022-02-08,338.0,North America,SMB,Trial,False,35,0
963,a734U000000tjPMQAY,2022-02-03,2022-02-07,2022-02-08,252.0,North America,SMB,Lead,False,5,1
964,a734U000000tV4oQAE,2022-01-06,2022-02-08,2022-02-08,244.0,North America,Agency,Trial,False,33,0
965,a734U000000tViyQAE,2022-01-07,2022-02-08,2022-02-08,169.0,North America,Mid,Trial,False,32,0
966,a734U000000tWAiQAM,2022-01-09,2022-02-08,2022-02-08,169.0,Middle East,Agency,Trial,False,30,0
967,a734U000000tVJjQAM,2022-01-06,2022-01-28,2022-02-08,169.0,Latin America,SMB,Trial,False,33,11
968,a734U000000tNmOQAU,2021-12-09,2021-12-14,2022-02-08,125.0,North America,SMB,Lead,False,61,56
969,a734U000000t2ipQAA,2021-10-21,2022-02-09,2022-02-08,99.0,North America,Agency,Trial,False,110,-1
970,a734U000000tUn4QAE,2022-01-05,2022-02-08,2022-02-08,99.0,North America,SMB,Trial,False,34,0
971,a734U000000tUpAQAU,2022-01-05,2022-02-09,2022-02-08,99.0,Europe,Agency,Trial,False,34,-1
972,a734U000000tVKhQAM,2022-01-06,2022-02-08,2022-02-08,99.0,North America,Mid,Trial,False,33,0
973,a734U000000tVecQAE,2022-01-07,2022-02-08,2022-02-08,99.0,North America,SMB,Trial,False,32,0
974,a734U000000tW8NQAU,2022-01-09,2022-01-13,2022-02-08,99.0,Middle East,SMB,Trial,False,30,26
975,a734U000000tj2wQAA,2022-02-07,2022-02-07,2022-02-08,84.17,North America,SMB,Trial,False,1,1
976,a734U000000tjRmQAI,2022-01-27,2022-01-27,2022-02-09,1271.67,North America,Enterprise,BDR,True,13,13
977,a734U000000tbeEQAQ,2022-01-19,2022-01-24,2022-02-09,1149.0,Europe,Agency,Lead,False,21,16
978,a734U000000tUuPQAU,2022-01-05,2022-01-07,2022-02-09,1000.0,North America,SMB,Trial,False,35,33
979,a734U000000tWdGQAU,2022-01-10,2022-01-14,2022-02-09,593.71,North America,Mid,Trial,False,30,26
980,a734U000000tU6AQAU,2022-01-04,2022-01-05,2022-02-09,558.0,North America,SMB,Trial,False,36,35
981,a734U000000tWeYQAU,2022-01-10,2022-02-01,2022-02-09,498.0,North America,Enterprise,Trial,False,30,8
982,a734U000000tWe4QAE,2022-01-10,2022-01-14,2022-02-09,411.67,North America,SMB,Trial,False,30,26
983,a734U000000tWfWQAU,2022-01-06,2022-01-07,2022-02-09,402.3,North America,Mid,Lead,False,34,33
984,a734U000000tWiLQAU,2022-01-10,2022-01-14,2022-02-09,342.5,North America,SMB,Trial,False,30,26
985,a734U000000tWltQAE,2022-01-10,2022-01-18,2022-02-09,338.0,Australia Pacific,Mid,Trial,False,30,22
986,a734U000000tCDmQAM,2021-11-15,2022-02-10,2022-02-09,338.0,North America,SMB,Trial,False,86,-1
987,a734U000000tWZxQAM,2022-01-10,2022-01-12,2022-02-09,338.0,North America,SMB,Trial,False,30,28
988,a734U000000tWKEQA2,2022-01-10,2022-01-10,2022-02-09,304.0,North America,SMB,Trial,False,30,30
989,a734U000000tKdsQAE,2021-11-23,2021-11-25,2022-02-09,298.0,Australia Pacific,Mid,Lead,False,78,76
990,a734U000000tk2sQAA,2022-02-09,2022-02-09,2022-02-09,279.0,North America,SMB,Trial,False,0,0
991,a734U000000tTfTQAU,2022-01-03,2022-01-06,2022-02-09,236.59,North America,Mid,Trial,False,37,34
992,a734U000000tWaRQAU,2022-01-10,2022-01-11,2022-02-09,198.0,North America,SMB,Trial,False,30,29
993,a734U000000tWljQAE,2022-01-10,2022-01-14,2022-02-09,169.0,North America,Agency,Trial,False,30,26
994,a734U000000tWfvQAE,2022-01-10,2022-01-11,2022-02-09,169.0,North America,Agency,Trial,False,30,29
995,a734U000000tUqmQAE,2022-01-05,2022-01-12,2022-02-09,169.0,North America,SMB,Trial,False,35,28
996,a734U000000tWLCQA2,2022-02-09,2022-02-09,2022-02-09,169.0,North America,Agency,Trial,False,0,0
997,a734U000000tWgKQAU,2022-01-10,2022-02-04,2022-02-09,169.0,North America,Agency,Trial,False,30,5
998,a734U000000tWifQAE,2022-01-10,2022-01-12,2022-02-09,169.0,North America,Agency,Trial,False,30,28
999,a734U000000tWgAQAU,2021-12-13,2021-12-17,2022-02-09,169.0,North America,Mid,Lead,False,58,54
1000,a734U000000tiN5QAI,2022-02-06,2022-02-09,2022-02-09,169.0,Europe,SMB,Trial,False,3,0
1001,a734U000000tWj9QAE,2022-01-10,2022-01-20,2022-02-09,149.0,Latin America,Mid,Trial,False,30,20
1002,a734U000000tVhMQAU,2022-01-07,2022-01-10,2022-02-09,149.0,North America,SMB,Trial,False,33,30
1003,a734U000000tWQlQAM,2022-01-10,2022-02-09,2022-02-09,149.0,Europe,Agency,Trial,False,30,0
1004,a734U000000tk3WQAQ,2022-01-31,2022-02-03,2022-02-09,149.0,North America,SMB,Lead,False,9,6
1005,a734U000000tjRDQAY,2022-02-07,2022-02-09,2022-02-09,141.96,North America,Mid,Lead,False,2,0
1006,a734U000000tjVeQAI,2022-02-02,2022-02-02,2022-02-09,99.98,North America,Enterprise,BDR,True,7,7
1007,a734U000000tUolQAE,2022-01-05,2022-02-14,2022-02-09,99.0,North America,SMB,Trial,False,35,-5
1008,a734U000000tWWoQAM,2022-01-10,2022-02-04,2022-02-09,99.0,Middle East,Agency,Trial,False,30,5
1009,a734U000000tWJkQAM,2022-01-10,2022-02-25,2022-02-09,99.0,Asia,SMB,Trial,False,30,-16
1010,a734U000000tWQDQA2,2022-01-10,2022-02-10,2022-02-09,99.0,Europe,SMB,Trial,False,30,-1
1011,a734U000000tWoJQAU,2022-01-10,2022-02-28,2022-02-09,99.0,Latin America,SMB,Trial,False,30,-19
1012,a734U000000tWmhQAE,2022-01-10,2022-01-12,2022-02-09,89.0,North America,Mid,Trial,False,30,28
1013,a734U000000tWn1QAE,2022-01-10,2022-02-24,2022-02-09,49.0,North America,SMB,Trial,False,30,-15
1014,a734U000000tVrCQAU,2022-01-08,2022-02-28,2022-02-09,49.0,North America,SMB,Trial,False,32,-19
1015,a734U000000teVAQAY,2021-12-13,2021-12-14,2022-02-10,4166.34,North America,Enterprise,Lead,False,59,58
1016,a734U000000tXFKQA2,2022-01-11,2022-02-10,2022-02-10,2494.88,North America,SMB,Trial,False,30,0
1017,a734U000000tOgMQAU,2021-11-11,2021-11-11,2022-02-10,2164.92,Middle East,Mid,Self-Gen,True,91,91
1018,a734U000000tcquQAA,2022-01-15,2022-01-20,2022-02-10,1899.0,North America,Mid,Lead,False,26,21
1019,a734U000000tciHQAQ,2022-01-14,2022-01-25,2022-02-10,1791.67,Europe,Mid,Lead,False,27,16
1020,a734U000000tIkXQAU,2021-12-01,2021-12-07,2022-02-10,1494.0,Europe,Mid,Trial,False,71,65
1021,a734U000000tkBzQAI,2021-12-08,2021-12-28,2022-02-10,1124.64,North America,Mid,Lead,False,64,44
1022,a734U000000tP7wQAE,2021-12-17,2022-01-19,2022-02-10,988.65,North America,SMB,Trial,False,55,22
1023,a734U000000tWzlQAE,2022-01-11,2022-01-13,2022-02-10,711.0,Europe,Mid,Trial,False,30,28
1024,a734U000000tjvrQAA,2021-10-26,2021-11-03,2022-02-10,550.7,North America,Mid,Trial,False,107,99
1025,a734U000000tWxzQAE,2022-01-11,2022-01-24,2022-02-10,544.0,Australia Pacific,SMB,Trial,False,30,17
1026,a734U000000tX8sQAE,2022-01-11,2022-01-26,2022-02-10,507.0,North America,SMB,Trial,False,30,15
1027,a734U000000tjOxQAI,2022-01-10,2022-01-13,2022-02-10,495.0,Europe,SMB,Lead,False,31,28
1028,a734U000000tkc7QAA,2022-01-27,2022-02-08,2022-02-10,349.0,North America,Agency,Lead,False,14,2
1029,a734U000000tjOsQAI,2022-01-26,2022-02-02,2022-02-10,279.0,Europe,SMB,Lead,False,15,8
1030,a734U000000tWg5QAE,2022-01-10,2022-01-11,2022-02-10,249.0,North America,SMB,Trial,False,31,30
1031,a734U000000tYDKQA2,2021-11-18,2021-12-08,2022-02-10,249.0,North America,Mid,BDR,True,84,64
1032,a734U000000tkCOQAY,2022-01-28,2022-02-03,2022-02-10,178.0,North America,Mid,Lead,False,13,7
1033,a734U000000tWcrQAE,2022-01-10,2022-02-24,2022-02-10,169.0,Europe,SMB,Trial,False,31,-14
1034,a734U000000tXHkQAM,2022-01-11,2022-01-24,2022-02-10,169.0,North America,SMB,Trial,False,30,17
1035,a734U000000tWq5QAE,2022-01-11,2022-01-13,2022-02-10,169.0,North America,SMB,Trial,False,30,28
1036,a734U000000tXMBQA2,2022-01-11,2022-01-13,2022-02-10,169.0,North America,SMB,Trial,False,30,28
1037,a734U000000tXB8QAM,2022-01-11,2022-02-28,2022-02-10,169.0,North America,SMB,Trial,False,30,-18
1038,a734U000000tVhCQAU,2022-01-07,2022-02-14,2022-02-10,169.0,North America,SMB,Trial,False,34,-4
1039,a734U000000tXNOQA2,2022-01-11,2022-01-18,2022-02-10,169.0,North America,SMB,Trial,False,30,23
1040,a734U000000tXBmQAM,2022-01-11,2022-02-25,2022-02-10,169.0,North America,SMB,Trial,False,30,-15
1041,a734U000000tXGmQAM,2022-01-11,2022-02-25,2022-02-10,169.0,North America,Agency,Trial,False,30,-15
1042,a734U000000tXECQA2,2022-01-11,2022-01-14,2022-02-10,169.0,North America,Enterprise,Trial,False,30,27
1043,a734U000000tX5oQAE,2022-01-11,2022-02-09,2022-02-10,169.0,Europe,SMB,Trial,False,30,1
1044,a734U000000tk45QAA,2021-06-22,2021-06-24,2022-02-10,149.02,North America,Enterprise,Lead,False,233,231
1045,a734U000000tWX8QAM,2022-01-10,2022-02-10,2022-02-10,149.0,Middle East,Mid,Trial,False,31,0
1046,a734U000000tMRUQA2,2021-12-10,2021-12-14,2022-02-10,149.0,North America,Mid,Trial,False,62,58
1047,a734U000000tX39QAE,2022-01-11,2022-02-10,2022-02-10,149.0,Europe,Mid,Trial,False,30,0
1048,a734U000000tIQNQA2,2021-12-01,2022-02-25,2022-02-10,149.0,Asia,SMB,Trial,False,71,-15
1049,a734U000000tXPjQAM,2022-01-11,2022-02-01,2022-02-10,149.0,North America,Mid,Trial,False,30,9
1050,a734U000000tXJqQAM,2022-01-11,2022-01-31,2022-02-10,149.0,North America,Mid,Lead,False,30,10
1051,a734U000000tWrNQAU,2022-01-11,2022-01-11,2022-02-10,149.0,North America,SMB,Trial,False,30,30
1052,a734U000000tXEHQA2,2022-01-11,2022-01-11,2022-02-10,149.0,North America,Mid,Trial,False,30,30
1053,a734U000000tXMzQAM,2022-01-11,2022-01-20,2022-02-10,145.22,North America,SMB,Trial,False,30,21
1054,a734U000000tX9MQAU,2022-01-11,2022-01-31,2022-02-10,99.0,North America,SMB,Trial,False,30,10
1055,a734U000000tVlJQAU,2022-01-04,2022-01-07,2022-02-10,99.0,North America,SMB,Lead,False,37,34
1056,a734U000000tXJCQA2,2022-01-11,2022-02-01,2022-02-10,99.0,North America,Mid,Trial,False,30,9
1057,a734U000000tXAAQA2,2022-01-11,2022-02-17,2022-02-10,99.0,North America,Mid,Trial,False,30,-7
1058,a734U000000tTd3QAE,2022-01-03,2022-02-10,2022-02-10,89.0,North America,Mid,Trial,False,38,0
1059,a734U000000tXHQQA2,2022-01-11,2022-02-08,2022-02-10,89.0,North America,SMB,Trial,False,30,2
1060,a734U000000tWikQAE,2022-01-10,2022-01-19,2022-02-10,49.0,North America,SMB,Trial,False,31,22
1061,a734U000000tWWjQAM,2022-01-10,2022-02-10,2022-02-10,49.0,Europe,Agency,Trial,False,31,0
1062,a734U000000tXBrQAM,2022-01-11,2022-01-19,2022-02-11,837.0,North America,Enterprise,Trial,False,31,23
1063,a734U000000tVdZQAU,2022-01-07,2022-01-14,2022-02-11,574.0,Europe,SMB,Trial,False,35,28
1064,a734U000000tPuBQAU,2021-12-21,2022-01-19,2022-02-11,371.0,North America,Mid,Lead,False,52,23
1065,a734U000000tl6MQAQ,2022-02-09,2022-02-10,2022-02-11,279.0,North America,Mid,Lead,False,2,1
1066,a734U000000tMtiQAE,2021-12-13,2022-02-03,2022-02-11,198.0,Australia Pacific,Enterprise,Trial,False,60,8
1067,a734U000000tO6sQAE,2022-02-11,2022-02-11,2022-02-11,169.0,Europe,SMB,Trial,False,0,0
1068,a734U000000tM8DQAU,2021-12-09,2022-02-14,2022-02-11,169.0,North America,SMB,Trial,False,64,-3
1069,a734U000000tXFPQA2,2022-01-11,2022-02-14,2022-02-11,169.0,North America,SMB,Trial,False,31,-3
1070,a734U000000tkbTQAQ,2022-02-03,2022-02-08,2022-02-11,169.0,North America,Mid,Unknown,False,8,3
1071,a734U000000tMSIQA2,2021-12-10,2022-02-11,2022-02-11,169.0,North America,Mid,Trial,False,63,0
1072,a734U000000tXHpQAM,2022-01-11,2022-02-14,2022-02-11,169.0,North America,SMB,Trial,False,31,-3
1073,a734U000000tYO3QAM,2022-01-11,2022-01-13,2022-02-11,169.0,North America,SMB,Lead,False,31,29
1074,a734U000000tXvGQAU,2022-01-12,2022-02-01,2022-02-11,149.0,North America,Mid,BDR,True,30,10
1075,a734U000000tXeyQAE,2022-01-12,2022-02-14,2022-02-11,149.0,Middle East,Mid,Trial,False,30,-3
1076,a734U000000tXvfQAE,2022-01-12,2022-02-03,2022-02-11,149.0,North America,Mid,BDR,True,30,8
1077,a734U000000tXuIQAU,2022-01-12,2022-01-12,2022-02-11,149.0,North America,Mid,Trial,False,30,30
1078,a734U000000tXsvQAE,2022-02-08,2022-02-08,2022-02-11,149.0,North America,SMB,Trial,False,3,3
1079,a734U000000spshQAA,2021-09-20,2021-09-27,2022-02-11,142.33,North America,SMB,Lead,False,144,137
1080,a734U000000teGjQAI,2022-01-24,2022-01-25,2022-02-11,135.19,North America,SMB,Lead,False,18,17
1081,a734U000000tjVPQAY,2022-01-24,2022-01-24,2022-02-11,135.0,North America,SMB,Self-Gen,True,18,18
1082,a734U000000tXVrQAM,2022-01-12,2022-01-13,2022-02-11,99.0,Australia Pacific,SMB,Trial,False,30,29
1083,a734U000000tWnGQAU,2022-01-10,2022-03-01,2022-02-11,99.0,North America,SMB,Trial,False,32,-18
1084,a734U000000tXqaQAE,2022-01-12,2022-01-13,2022-02-11,99.0,North America,Mid,Trial,False,30,29
1085,a734U000000tYGEQA2,2022-01-07,2022-01-10,2022-02-11,99.0,North America,Mid,Lead,False,35,32
1086,a734U000000tXquQAE,2022-01-12,2022-02-08,2022-02-11,89.0,North America,Mid,Trial,False,30,3
1087,a734U000000tXawQAE,2022-01-12,2022-01-19,2022-02-11,89.0,Europe,SMB,Trial,False,30,23
1088,a734U000000tYOmQAM,2022-01-13,2022-01-14,2022-02-12,507.0,North America,Mid,Trial,False,30,29
1089,a734U000000tYLJQA2,2022-01-13,2022-01-20,2022-02-12,338.0,North America,Mid,Trial,False,30,23
1090,a734U000000tYKfQAM,2022-01-13,2022-01-25,2022-02-12,298.0,North America,SMB,Trial,False,30,18
1091,a734U000000tVfkQAE,2022-01-07,2022-01-10,2022-02-12,169.0,North America,SMB,Lead,False,36,33
1092,a734U000000tYFaQAM,2022-01-24,2022-01-24,2022-02-12,169.0,North America,Mid,Trial,False,19,19
1093,a734U000000tYFuQAM,2022-01-13,2022-02-03,2022-02-12,149.0,North America,SMB,Trial,False,30,9
1094,a734U000000tYMgQAM,2022-01-13,2022-02-13,2022-02-12,99.0,North America,Mid,Trial,False,30,-1
1095,a734U000000tYn3QAE,2021-12-17,2022-01-18,2022-02-13,837.0,North America,SMB,Lead,False,58,26
1096,a734U000000tYgbQAE,2021-12-02,2021-12-10,2022-02-13,502.19,North America,Mid,Unknown,False,73,65
1097,a734U000000tYnNQAU,2022-01-14,2022-01-25,2022-02-13,298.0,North America,Enterprise,Trial,False,30,19
1098,a734U000000tYgvQAE,2022-01-14,2022-02-07,2022-02-13,279.0,Africa,Agency,Trial,False,30,6
1099,a734U000000tYTNQA2,2022-01-14,2022-01-21,2022-02-13,169.0,North America,Enterprise,Trial,False,30,23
1100,a734U000000tYo6QAE,2022-01-14,2022-01-18,2022-02-13,169.0,North America,SMB,Trial,False,30,26
1101,a734U000000tYhyQAE,2022-01-14,2022-02-14,2022-02-13,169.0,North America,SMB,Trial,False,30,-1
1102,a734U000000tYXZQA2,2022-01-14,2022-02-25,2022-02-13,169.0,Asia,SMB,Trial,False,30,-12
1103,a734U000000tYofQAE,2022-01-14,2022-01-28,2022-02-13,169.0,North America,SMB,Trial,False,30,16
1104,a734U000000tYrPQAU,2022-01-14,2022-01-24,2022-02-13,169.0,North America,SMB,Trial,False,30,20
1105,a734U000000tX3EQAU,2022-01-11,2022-02-28,2022-02-13,169.0,Europe,Agency,Trial,False,33,-15
1106,a734U000000tYmKQAU,2022-01-14,2022-01-31,2022-02-13,149.0,North America,SMB,Trial,False,30,13
1107,a734U000000tYryQAE,2022-01-14,2022-02-14,2022-02-13,149.0,North America,Mid,Trial,False,30,-1
1108,a734U000000tYtuQAE,2022-01-14,2022-01-21,2022-02-13,135.19,North America,SMB,Trial,False,30,23
1109,a734U000000tWA9QAM,2022-01-09,2022-02-03,2022-02-13,99.0,Europe,Agency,Trial,False,35,10
1110,a734U000000tYqbQAE,2022-01-14,2022-02-03,2022-02-13,99.0,North America,SMB,Trial,False,30,10
1111,a734U000000tYscQAE,2022-01-14,2022-02-23,2022-02-13,89.0,North America,SMB,Trial,False,30,-10
1112,a734U000000sw2iQAA,2021-09-01,2021-10-06,2022-02-14,5268.0,North America,Mid,Lead,False,166,131
1113,a734U000000tbsfQAA,2022-01-13,2022-01-19,2022-02-14,1248.0,North America,Mid,Lead,False,32,26
1114,a734U000000tkewQAA,2022-01-18,2022-01-19,2022-02-14,1014.3,North America,Mid,Lead,False,27,26
1115,a734U000000tWc3QAE,2022-01-10,2022-02-06,2022-02-14,999.0,Europe,SMB,Trial,False,35,8
1116,a734U000000tgINQAY,2022-01-11,2022-01-13,2022-02-14,911.03,North America,Mid,Lead,False,34,32
1117,a734U000000tk16QAA,2022-01-20,2022-01-24,2022-02-14,882.0,North America,Mid,Lead,False,25,21
1118,a734U000000tlpRQAQ,2022-02-02,2022-02-03,2022-02-14,819.0,North America,SMB,Lead,False,12,11
1119,a734U000000tOykQAE,2021-12-17,2021-12-27,2022-02-14,696.38,North America,SMB,Trial,False,59,49
1120,a734U000000tXNnQAM,2022-01-11,2022-02-07,2022-02-14,489.0,Europe,SMB,Trial,False,34,7
1121,a734U000000tXGXQA2,2022-01-11,2022-01-26,2022-02-14,472.0,North America,SMB,Trial,False,34,19
1122,a734U000000tkS7QAI,2022-01-06,2022-01-08,2022-02-14,441.08,North America,SMB,Lead,False,39,37
1123,a734U000000tkMnQAI,2022-01-31,2022-02-03,2022-02-14,354.0,Europe,Mid,Lead,False,14,11
1124,a734U000000tYBdQAM,2022-01-13,2022-02-14,2022-02-14,338.0,North America,Agency,Trial,False,32,0
1125,a734U000000tZ6oQAE,2022-01-15,2022-01-19,2022-02-14,338.0,North America,SMB,Trial,False,30,26
1126,a734U000000tjQKQAY,2022-01-24,2022-02-07,2022-02-14,335.25,Europe,Enterprise,Lead,False,21,7
1127,a734U000000tdJSQAY,2022-01-25,2022-01-25,2022-02-14,224.0,Europe,SMB,Lead,False,20,20
1128,a734U000000tXjPQAU,2022-01-12,2022-02-14,2022-02-14,169.0,North America,Mid,Trial,False,33,0
1129,a734U000000tjvmQAA,2022-02-09,2022-02-11,2022-02-14,169.0,Middle East,Mid,Trial,False,5,3
1130,a734U000000tYNAQA2,2022-01-13,2022-02-14,2022-02-14,169.0,North America,SMB,Trial,False,32,0
1131,a734U000000tCA9QAM,2021-11-15,2021-11-16,2022-02-14,169.0,North America,Mid,Trial,False,91,90
1132,a734U000000tWipQAE,2022-01-10,2022-01-10,2022-02-14,169.0,North America,Mid,Trial,False,35,35
1133,a734U000000tm2fQAA,2022-02-14,2022-02-15,2022-02-14,169.0,North America,Mid,Trial,False,0,-1
1134,a734U000000tYvMQAU,2022-01-14,2022-02-14,2022-02-14,169.0,North America,SMB,Trial,False,31,0
1135,a734U000000tagJQAQ,2021-12-01,2021-12-08,2022-02-14,167.0,Europe,Enterprise,Lead,False,75,68
1136,a734U000000tWpqQAE,2022-01-11,2022-02-14,2022-02-14,149.0,North America,SMB,Trial,False,34,0
1137,a734U000000tkufQAA,2021-12-01,2021-12-06,2022-02-14,149.0,North America,Mid,Lead,False,75,70
1138,a734U000000tYk4QAE,2022-01-14,2022-02-15,2022-02-14,149.0,Europe,Mid,Trial,False,31,-1
1139,a734U000000tRWFQA2,2021-12-27,2022-01-10,2022-02-14,149.0,Asia,Mid,Trial,False,49,35
1140,a734U000000timPQAQ,2022-02-07,2022-02-07,2022-02-14,149.0,Europe,Mid,Trial,False,7,7
1141,a734U000000tSHQQA2,2021-12-29,2022-01-04,2022-02-14,149.0,Europe,SMB,Trial,False,47,41
1142,a734U000000tYtQQAU,2022-01-14,2022-01-21,2022-02-14,149.0,North America,SMB,Trial,False,31,24
1143,a734U000000tXEMQA2,2022-01-11,2022-01-13,2022-02-14,140.0,North America,SMB,Trial,False,34,32
1144,a734U000000tXCLQA2,2022-01-11,2022-02-14,2022-02-14,99.0,Europe,Mid,Trial,False,34,0
1145,a734U000000tlwIQAQ,2022-02-02,2022-02-08,2022-02-14,99.0,North America,SMB,Lead,False,12,6
1146,a734U000000tW5TQAU,2022-01-09,2022-02-14,2022-02-14,99.0,North America,SMB,Trial,False,36,0
1147,a734U000000tSVXQA2,2021-12-29,2022-02-14,2022-02-14,99.0,North America,Agency,Trial,False,47,0
