Record_ID,Created_Date,Qualified_Date,Closed_Date,Revenue,Region,Segment,Opportunity_Source,Outbound
a734U000000tWltQAE,1/10/2022,1/18/2022,2/9/2022,338,Australia Pacific,Mid,Trial,FALSE
a734U000000tCDmQAM,11/15/2021,2/10/2022,2/9/2022,338,North America,SMB,Trial,FALSE
a734U000000tWZxQAM,1/10/2022,1/12/2022,2/9/2022,338,North America,SMB,Trial,FALSE
a734U000000tWKEQA2,1/10/2022,1/10/2022,2/9/2022,304,North America,SMB,Trial,FALSE
a734U000000tKdsQAE,11/23/2021,11/25/2021,2/9/2022,298,Australia Pacific,Mid,Lead,FALSE
a734U000000tk2sQAA,2/9/2022,2/9/2022,2/9/2022,279,North America,SMB,Trial,FALSE
a734U000000tTfTQAU,1/3/2022,1/6/2022,2/9/2022,236.59,North America,Mid,Trial,FALSE
a734U000000tWaRQAU,1/10/2022,1/11/2022,2/9/2022,198,North America,SMB,Trial,FALSE
a734U000000tWljQAE,1/10/2022,1/14/2022,2/9/2022,169,North America,Agency,Trial,FALSE
a734U000000tWfvQAE,1/10/2022,1/11/2022,2/9/2022,169,North America,Agency,Trial,FALSE
a734U000000tUqmQAE,1/5/2022,1/12/2022,2/9/2022,169,North America,SMB,Trial,FALSE
a734U000000tWLCQA2,2/9/2022,2/9/2022,2/9/2022,169,North America,Agency,Trial,FALSE
a734U000000tWgKQAU,1/10/2022,2/4/2022,2/9/2022,169,North America,Agency,Trial,FALSE
a734U000000tWifQAE,1/10/2022,1/12/2022,2/9/2022,169,North America,Agency,Trial,FALSE
a734U000000tWgAQAU,12/13/2021,12/17/2021,2/9/2022,169,North America,Mid,Lead,FALSE
a734U000000tiN5QAI,2/6/2022,2/9/2022,2/9/2022,169,Europe,SMB,Trial,FALSE
a734U000000tWj9QAE,1/10/2022,1/20/2022,2/9/2022,149,Latin America,Mid,Trial,FALSE
a734U000000tVhMQAU,1/7/2022,1/10/2022,2/9/2022,149,North America,SMB,Trial,FALSE
a734U000000tWQlQAM,1/10/2022,2/9/2022,2/9/2022,149,Europe,Agency,Trial,FALSE
a734U000000tk3WQAQ,1/31/2022,2/3/2022,2/9/2022,149,North America,SMB,Lead,FALSE
a734U000000tjRDQAY,2/7/2022,2/9/2022,2/9/2022,141.96,North America,Mid,Lead,FALSE
a734U000000tjVeQAI,2/2/2022,2/2/2022,2/9/2022,99.98,North America,Enterprise,BDR,TRUE
a734U000000tUolQAE,1/5/2022,2/14/2022,2/9/2022,99,North America,SMB,Trial,FALSE
a734U000000tWWoQAM,1/10/2022,2/4/2022,2/9/2022,99,Middle East,Agency,Trial,FALSE
a734U000000tWJkQAM,1/10/2022,2/25/2022,2/9/2022,99,Asia,SMB,Trial,FALSE
a734U000000tWQDQA2,1/10/2022,2/10/2022,2/9/2022,99,Europe,SMB,Trial,FALSE
a734U000000tWoJQAU,1/10/2022,2/28/2022,2/9/2022,99,Latin America,SMB,Trial,FALSE
a734U000000tWmhQAE,1/10/2022,1/12/2022,2/9/2022,89,North America,Mid,Trial,FALSE
a734U000000tWn1QAE,1/10/2022,2/24/2022,2/9/2022,49,North America,SMB,Trial,FALSE
a734U000000tVrCQAU,1/8/2022,2/28/2022,2/9/2022,49,North America,SMB,Trial,FALSE
a734U000000teVAQAY,12/13/2021,12/14/2021,2/10/2022,4166.34,North America,Enterprise,Lead,FALSE
a734U000000tXFKQA2,1/11/2022,2/10/2022,2/10/2022,2494.88,North America,SMB,Trial,FALSE
a734U000000tOgMQAU,11/11/2021,11/11/2021,2/10/2022,2164.92,Middle East,Mid,Self-Gen,TRUE
a734U000000tcquQAA,1/15/2022,1/20/2022,2/10/2022,1899,North America,Mid,Lead,FALSE
a734U000000tciHQAQ,1/14/2022,1/25/2022,2/10/2022,1791.67,Europe,Mid,Lead,FALSE
a734U000000tIkXQAU,12/1/2021,12/7/2021,2/10/2022,1494,Europe,Mid,Trial,FALSE
a734U000000tkBzQAI,12/8/2021,12/28/2021,2/10/2022,1124.64,North America,Mid,Lead,FALSE
a734U000000tP7wQAE,12/17/2021,1/19/2022,2/10/2022,988.65,North America,SMB,Trial,FALSE
a734U000000tWzlQAE,1/11/2022,1/13/2022,2/10/2022,711,Europe,Mid,Trial,FALSE
a734U000000tjvrQAA,10/26/2021,11/3/2021,2/10/2022,550.7,North America,Mid,Trial,FALSE
a734U000000tWxzQAE,1/11/2022,1/24/2022,2/10/2022,544,Australia Pacific,SMB,Trial,FALSE
a734U000000tX8sQAE,1/11/2022,1/26/2022,2/10/2022,507,North America,SMB,Trial,FALSE
a734U000000tjOxQAI,1/10/2022,1/13/2022,2/10/2022,495,Europe,SMB,Lead,FALSE
a734U000000tkc7QAA,1/27/2022,2/8/2022,2/10/2022,349,North America,Agency,Lead,FALSE
a734U000000tjOsQAI,1/26/2022,2/2/2022,2/10/2022,279,Europe,SMB,Lead,FALSE
a734U000000tWg5QAE,1/10/2022,1/11/2022,2/10/2022,249,North America,SMB,Trial,FALSE
a734U000000tYDKQA2,11/18/2021,12/8/2021,2/10/2022,249,North America,Mid,BDR,TRUE
a734U000000tkCOQAY,1/28/2022,2/3/2022,2/10/2022,178,North America,Mid,Lead,FALSE
a734U000000tWcrQAE,1/10/2022,2/24/2022,2/10/2022,169,Europe,SMB,Trial,FALSE
a734U000000tXHkQAM,1/11/2022,1/24/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tWq5QAE,1/11/2022,1/13/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tXMBQA2,1/11/2022,1/13/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tXB8QAM,1/11/2022,2/28/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tVhCQAU,1/7/2022,2/14/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tXNOQA2,1/11/2022,1/18/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tXBmQAM,1/11/2022,2/25/2022,2/10/2022,169,North America,SMB,Trial,FALSE
a734U000000tXGmQAM,1/11/2022,2/25/2022,2/10/2022,169,North America,Agency,Trial,FALSE
a734U000000tXECQA2,1/11/2022,1/14/2022,2/10/2022,169,North America,Enterprise,Trial,FALSE
a734U000000tX5oQAE,1/11/2022,2/9/2022,2/10/2022,169,Europe,SMB,Trial,FALSE
a734U000000tk45QAA,6/22/2021,6/24/2021,2/10/2022,149.02,North America,Enterprise,Lead,FALSE
a734U000000tWX8QAM,1/10/2022,2/10/2022,2/10/2022,149,Middle East,Mid,Trial,FALSE
a734U000000tMRUQA2,12/10/2021,12/14/2021,2/10/2022,149,North America,Mid,Trial,FALSE
a734U000000tX39QAE,1/11/2022,2/10/2022,2/10/2022,149,Europe,Mid,Trial,FALSE
a734U000000tIQNQA2,12/1/2021,2/25/2022,2/10/2022,149,Asia,SMB,Trial,FALSE
a734U000000tXPjQAM,1/11/2022,2/1/2022,2/10/2022,149,North America,Mid,Trial,FALSE
a734U000000tXJqQAM,1/11/2022,1/31/2022,2/10/2022,149,North America,Mid,Lead,FALSE
a734U000000tWrNQAU,1/11/2022,1/11/2022,2/10/2022,149,North America,SMB,Trial,FALSE
a734U000000tXEHQA2,1/11/2022,1/11/2022,2/10/2022,149,North America,Mid,Trial,FALSE
a734U000000tXMzQAM,1/11/2022,1/20/2022,2/10/2022,145.22,North America,SMB,Trial,FALSE
a734U000000tX9MQAU,1/11/2022,1/31/2022,2/10/2022,99,North America,SMB,Trial,FALSE
a734U000000tVlJQAU,1/4/2022,1/7/2022,2/10/2022,99,North America,SMB,Lead,FALSE
a734U000000tXJCQA2,1/11/2022,2/1/2022,2/10/2022,99,North America,Mid,Trial,FALSE
a734U000000tXAAQA2,1/11/2022,2/17/2022,2/10/2022,99,North America,Mid,Trial,FALSE
a734U000000tTd3QAE,1/3/2022,2/10/2022,2/10/2022,89,North America,Mid,Trial,FALSE
a734U000000tXHQQA2,1/11/2022,2/8/2022,2/10/2022,89,North America,SMB,Trial,FALSE
a734U000000tWikQAE,1/10/2022,1/19/2022,2/10/2022,49,North America,SMB,Trial,FALSE
a734U000000tWWjQAM,1/10/2022,2/10/2022,2/10/2022,49,Europe,Agency,Trial,FALSE
a734U000000tXBrQAM,1/11/2022,1/19/2022,2/11/2022,837,North America,Enterprise,Trial,FALSE
a734U000000tVdZQAU,1/7/2022,1/14/2022,2/11/2022,574,Europe,SMB,Trial,FALSE
a734U000000tPuBQAU,12/21/2021,1/19/2022,2/11/2022,371,North America,Mid,Lead,FALSE
a734U000000tl6MQAQ,2/9/2022,2/10/2022,2/11/2022,279,North America,Mid,Lead,FALSE
a734U000000tMtiQAE,12/13/2021,2/3/2022,2/11/2022,198,Australia Pacific,Enterprise,Trial,FALSE
a734U000000tO6sQAE,2/11/2022,2/11/2022,2/11/2022,169,Europe,SMB,Trial,FALSE
a734U000000tM8DQAU,12/9/2021,2/14/2022,2/11/2022,169,North America,SMB,Trial,FALSE
a734U000000tXFPQA2,1/11/2022,2/14/2022,2/11/2022,169,North America,SMB,Trial,FALSE
a734U000000tkbTQAQ,2/3/2022,2/8/2022,2/11/2022,169,North America,Mid,Unknown,FALSE
a734U000000tMSIQA2,12/10/2021,2/11/2022,2/11/2022,169,North America,Mid,Trial,FALSE
a734U000000tXHpQAM,1/11/2022,2/14/2022,2/11/2022,169,North America,SMB,Trial,FALSE
a734U000000tYO3QAM,1/11/2022,1/13/2022,2/11/2022,169,North America,SMB,Lead,FALSE
a734U000000tXvGQAU,1/12/2022,2/1/2022,2/11/2022,149,North America,Mid,BDR,TRUE
a734U000000tXeyQAE,1/12/2022,2/14/2022,2/11/2022,149,Middle East,Mid,Trial,FALSE
a734U000000tXvfQAE,1/12/2022,2/3/2022,2/11/2022,149,North America,Mid,BDR,TRUE
a734U000000tXuIQAU,1/12/2022,1/12/2022,2/11/2022,149,North America,Mid,Trial,FALSE
a734U000000tXsvQAE,2/8/2022,2/8/2022,2/11/2022,149,North America,SMB,Trial,FALSE
a734U000000spshQAA,9/20/2021,9/27/2021,2/11/2022,142.33,North America,SMB,Lead,FALSE
a734U000000teGjQAI,1/24/2022,1/25/2022,2/11/2022,135.19,North America,SMB,Lead,FALSE
a734U000000tjVPQAY,1/24/2022,1/24/2022,2/11/2022,135,North America,SMB,Self-Gen,TRUE
a734U000000tXVrQAM,1/12/2022,1/13/2022,2/11/2022,99,Australia Pacific,SMB,Trial,FALSE
a734U000000tWnGQAU,1/10/2022,3/1/2022,2/11/2022,99,North America,SMB,Trial,FALSE
a734U000000tXqaQAE,1/12/2022,1/13/2022,2/11/2022,99,North America,Mid,Trial,FALSE
a734U000000tYGEQA2,1/7/2022,1/10/2022,2/11/2022,99,North America,Mid,Lead,FALSE
a734U000000tXquQAE,1/12/2022,2/8/2022,2/11/2022,89,North America,Mid,Trial,FALSE
a734U000000tXawQAE,1/12/2022,1/19/2022,2/11/2022,89,Europe,SMB,Trial,FALSE
a734U000000tYOmQAM,1/13/2022,1/14/2022,2/12/2022,507,North America,Mid,Trial,FALSE
a734U000000tYLJQA2,1/13/2022,1/20/2022,2/12/2022,338,North America,Mid,Trial,FALSE
a734U000000tYKfQAM,1/13/2022,1/25/2022,2/12/2022,298,North America,SMB,Trial,FALSE
a734U000000tVfkQAE,1/7/2022,1/10/2022,2/12/2022,169,North America,SMB,Lead,FALSE
a734U000000tYFaQAM,1/24/2022,1/24/2022,2/12/2022,169,North America,Mid,Trial,FALSE
a734U000000tYFuQAM,1/13/2022,2/3/2022,2/12/2022,149,North America,SMB,Trial,FALSE
a734U000000tYMgQAM,1/13/2022,2/13/2022,2/12/2022,99,North America,Mid,Trial,FALSE
a734U000000tYn3QAE,12/17/2021,1/18/2022,2/13/2022,837,North America,SMB,Lead,FALSE
a734U000000tYgbQAE,12/2/2021,12/10/2021,2/13/2022,502.19,North America,Mid,Unknown,FALSE
a734U000000tYnNQAU,1/14/2022,1/25/2022,2/13/2022,298,North America,Enterprise,Trial,FALSE
a734U000000tYgvQAE,1/14/2022,2/7/2022,2/13/2022,279,Africa,Agency,Trial,FALSE
a734U000000tYTNQA2,1/14/2022,1/21/2022,2/13/2022,169,North America,Enterprise,Trial,FALSE
a734U000000tYo6QAE,1/14/2022,1/18/2022,2/13/2022,169,North America,SMB,Trial,FALSE
a734U000000tYhyQAE,1/14/2022,2/14/2022,2/13/2022,169,North America,SMB,Trial,FALSE
a734U000000tYXZQA2,1/14/2022,2/25/2022,2/13/2022,169,Asia,SMB,Trial,FALSE
a734U000000tYofQAE,1/14/2022,1/28/2022,2/13/2022,169,North America,SMB,Trial,FALSE
a734U000000tYrPQAU,1/14/2022,1/24/2022,2/13/2022,169,North America,SMB,Trial,FALSE
a734U000000tX3EQAU,1/11/2022,2/28/2022,2/13/2022,169,Europe,Agency,Trial,FALSE
a734U000000tYmKQAU,1/14/2022,1/31/2022,2/13/2022,149,North America,SMB,Trial,FALSE
a734U000000tYryQAE,1/14/2022,2/14/2022,2/13/2022,149,North America,Mid,Trial,FALSE
a734U000000tYtuQAE,1/14/2022,1/21/2022,2/13/2022,135.19,North America,SMB,Trial,FALSE
a734U000000tWA9QAM,1/9/2022,2/3/2022,2/13/2022,99,Europe,Agency,Trial,FALSE
a734U000000tYqbQAE,1/14/2022,2/3/2022,2/13/2022,99,North America,SMB,Trial,FALSE
a734U000000tYscQAE,1/14/2022,2/23/2022,2/13/2022,89,North America,SMB,Trial,FALSE
a734U000000sw2iQAA,9/1/2021,10/6/2021,2/14/2022,5268,North America,Mid,Lead,FALSE
a734U000000tbsfQAA,1/13/2022,1/19/2022,2/14/2022,1248,North America,Mid,Lead,FALSE
a734U000000tkewQAA,1/18/2022,1/19/2022,2/14/2022,1014.3,North America,Mid,Lead,FALSE
a734U000000tWc3QAE,1/10/2022,2/6/2022,2/14/2022,999,Europe,SMB,Trial,FALSE
a734U000000tgINQAY,1/11/2022,1/13/2022,2/14/2022,911.03,North America,Mid,Lead,FALSE
a734U000000tk16QAA,1/20/2022,1/24/2022,2/14/2022,882,North America,Mid,Lead,FALSE
a734U000000tlpRQAQ,2/2/2022,2/3/2022,2/14/2022,819,North America,SMB,Lead,FALSE
a734U000000tOykQAE,12/17/2021,12/27/2021,2/14/2022,696.38,North America,SMB,Trial,FALSE
a734U000000tXNnQAM,1/11/2022,2/7/2022,2/14/2022,489,Europe,SMB,Trial,FALSE
a734U000000tXGXQA2,1/11/2022,1/26/2022,2/14/2022,472,North America,SMB,Trial,FALSE
a734U000000tkS7QAI,1/6/2022,1/8/2022,2/14/2022,441.08,North America,SMB,Lead,FALSE
a734U000000tkMnQAI,1/31/2022,2/3/2022,2/14/2022,354,Europe,Mid,Lead,FALSE
a734U000000tYBdQAM,1/13/2022,2/14/2022,2/14/2022,338,North America,Agency,Trial,FALSE
a734U000000tZ6oQAE,1/15/2022,1/19/2022,2/14/2022,338,North America,SMB,Trial,FALSE
a734U000000tjQKQAY,1/24/2022,2/7/2022,2/14/2022,335.25,Europe,Enterprise,Lead,FALSE
a734U000000tdJSQAY,1/25/2022,1/25/2022,2/14/2022,224,Europe,SMB,Lead,FALSE
a734U000000tXjPQAU,1/12/2022,2/14/2022,2/14/2022,169,North America,Mid,Trial,FALSE
a734U000000tjvmQAA,2/9/2022,2/11/2022,2/14/2022,169,Middle East,Mid,Trial,FALSE
a734U000000tYNAQA2,1/13/2022,2/14/2022,2/14/2022,169,North America,SMB,Trial,FALSE
a734U000000tCA9QAM,11/15/2021,11/16/2021,2/14/2022,169,North America,Mid,Trial,FALSE
a734U000000tWipQAE,1/10/2022,1/10/2022,2/14/2022,169,North America,Mid,Trial,FALSE
a734U000000tm2fQAA,2/14/2022,2/15/2022,2/14/2022,169,North America,Mid,Trial,FALSE
a734U000000tYvMQAU,1/14/2022,2/14/2022,2/14/2022,169,North America,SMB,Trial,FALSE
a734U000000tagJQAQ,12/1/2021,12/8/2021,2/14/2022,167,Europe,Enterprise,Lead,FALSE
a734U000000tWpqQAE,1/11/2022,2/14/2022,2/14/2022,149,North America,SMB,Trial,FALSE
a734U000000tkufQAA,12/1/2021,12/6/2021,2/14/2022,149,North America,Mid,Lead,FALSE
a734U000000tYk4QAE,1/14/2022,2/15/2022,2/14/2022,149,Europe,Mid,Trial,FALSE
a734U000000tRWFQA2,12/27/2021,1/10/2022,2/14/2022,149,Asia,Mid,Trial,FALSE
a734U000000timPQAQ,2/7/2022,2/7/2022,2/14/2022,149,Europe,Mid,Trial,FALSE
a734U000000tSHQQA2,12/29/2021,1/4/2022,2/14/2022,149,Europe,SMB,Trial,FALSE
a734U000000tYtQQAU,1/14/2022,1/21/2022,2/14/2022,149,North America,SMB,Trial,FALSE
a734U000000tXEMQA2,1/11/2022,1/13/2022,2/14/2022,140,North America,SMB,Trial,FALSE
a734U000000tXCLQA2,1/11/2022,2/14/2022,2/14/2022,99,Europe,Mid,Trial,FALSE
a734U000000tlwIQAQ,2/2/2022,2/8/2022,2/14/2022,99,North America,SMB,Lead,FALSE
a734U000000tW5TQAU,1/9/2022,2/14/2022,2/14/2022,99,North America,SMB,Trial,FALSE
a734U000000tSVXQA2,12/29/2021,2/14/2022,2/14/2022,99,North America,Agency,Trial,FALSE
a734U000000tZ6jQAE,1/15/2022,1/18/2022,2/14/2022,99,North America,SMB,Trial,FALSE
a734U000000tK9YQAU,12/5/2021,2/14/2022,2/14/2022,99,North America,SMB,Trial,FALSE
a734U000000tiyaQAA,1/20/2022,1/24/2022,2/15/2022,5170.01,North America,Enterprise,BDR,TRUE
a734U000000tltJQAQ,11/30/2021,12/7/2021,2/15/2022,1791.67,North America,SMB,Lead,FALSE
a734U000000tbNIQAY,1/20/2022,2/10/2022,2/15/2022,869,Latin America,Mid,Trial,FALSE
a734U000000tm0UQAQ,2/8/2022,2/8/2022,2/15/2022,715,Latin America,Agency,Lead,FALSE
a734U000000tjx4QAA,2/8/2022,2/15/2022,2/15/2022,699,North America,SMB,Self-Gen,TRUE
a734U000000tVCTQA2,1/6/2022,2/15/2022,2/15/2022,298,North America,SMB,Trial,FALSE
a734U000000tYj1QAE,1/14/2022,2/9/2022,2/15/2022,250,North America,Agency,Trial,FALSE
a734U000000tXmEQAU,1/12/2022,1/31/2022,2/15/2022,249,North America,Enterprise,Trial,FALSE
a734U000000tZIpQAM,1/16/2022,2/8/2022,2/15/2022,194,Europe,Mid,Trial,FALSE
a734U000000tHOuQAM,11/29/2021,2/15/2022,2/15/2022,169,Europe,SMB,Trial,FALSE
a734U000000tYg2QAE,1/14/2022,2/15/2022,2/15/2022,169,Europe,Mid,Trial,FALSE
a734U000000tWQRQA2,1/10/2022,2/15/2022,2/15/2022,169,Middle East,Mid,Trial,FALSE
a734U000000tUrQQAU,1/5/2022,1/11/2022,2/15/2022,169,North America,SMB,Lead,FALSE
a734U000000tXQcQAM,1/12/2022,2/25/2022,2/15/2022,169,Asia,SMB,Trial,FALSE
a734U000000tWTuQAM,1/10/2022,2/17/2022,2/15/2022,169,Africa,SMB,Trial,FALSE
a734U000000t5XQQAY,10/28/2021,11/1/2021,2/15/2022,149,North America,Mid,Trial,FALSE
a734U000000tctyQAA,7/15/2020,7/17/2020,2/15/2022,149,North America,Mid,BDR,TRUE
a734U000000tYuTQAU,1/14/2022,1/20/2022,2/15/2022,149,North America,Enterprise,Trial,FALSE
a734U000000tYMWQA2,1/13/2022,1/14/2022,2/15/2022,149,North America,SMB,Trial,FALSE
a734U000000tYN0QAM,1/13/2022,1/19/2022,2/15/2022,149,North America,SMB,Lead,FALSE
a734U000000tZI6QAM,1/16/2022,2/14/2022,2/15/2022,149,North America,Agency,Trial,FALSE
a734U000000tSECQA2,12/29/2021,1/13/2022,2/15/2022,149,Asia,Enterprise,Trial,FALSE
a734U000000tYNeQAM,1/13/2022,1/25/2022,2/15/2022,149,North America,Agency,BDR,TRUE
a734U000000tXj5QAE,1/12/2022,2/14/2022,2/15/2022,135.25,North America,SMB,Trial,FALSE
a734U000000tY6sQAE,1/13/2022,2/8/2022,2/15/2022,99,North America,SMB,Trial,FALSE
a734U000000tZLAQA2,1/16/2022,2/15/2022,2/15/2022,99,Australia Pacific,Mid,Trial,FALSE
a734U000000tYfxQAE,1/14/2022,2/28/2022,2/15/2022,99,Europe,SMB,Trial,FALSE
a734U000000tTYXQA2,2/15/2022,2/15/2022,2/15/2022,99,North America,Agency,BDR,TRUE
a734U000000tHqoQAE,11/30/2021,2/25/2022,2/15/2022,99,North America,SMB,Trial,FALSE
a734U000000tU1KQAU,1/4/2022,1/13/2022,2/15/2022,98,North America,SMB,Trial,FALSE
a734U000000tmMBQAY,2/8/2022,2/10/2022,2/15/2022,79.2,North America,SMB,Lead,FALSE
a734U000000tmQDQAY,1/21/2022,1/24/2022,2/16/2022,1248,North America,Agency,Lead,FALSE
a734U000000tZp0QAE,1/17/2022,1/18/2022,2/16/2022,734,North America,SMB,Trial,FALSE
a734U000000tkBuQAI,1/28/2022,1/28/2022,2/16/2022,692.89,North America,Mid,Self-Gen,TRUE
a734U000000tUZWQA2,1/5/2022,1/10/2022,2/16/2022,599,Europe,SMB,Trial,FALSE
a734U000000tmSsQAI,2/15/2022,2/15/2022,2/16/2022,500,North America,Enterprise,Trial,FALSE
a734U000000tZgNQAU,1/17/2022,1/20/2022,2/16/2022,498,North America,SMB,Trial,FALSE
a734U000000tMs6QAE,12/12/2021,1/11/2022,2/16/2022,447,Australia Pacific,Agency,Trial,FALSE
a734U000000tZjqQAE,1/17/2022,3/1/2022,2/16/2022,338,North America,SMB,Trial,FALSE
a734U000000tZpUQAU,1/17/2022,2/7/2022,2/16/2022,338,North America,SMB,Trial,FALSE
a734U000000tkU3QAI,2/1/2022,2/1/2022,2/16/2022,298.01,Latin America,Mid,Self-Gen,TRUE
a734U000000tNFPQA2,12/13/2021,2/16/2022,2/16/2022,298,Latin America,Enterprise,Trial,FALSE
a734U000000tYjuQAE,1/14/2022,2/8/2022,2/16/2022,298,Europe,Enterprise,Trial,FALSE
a734U000000tkfkQAA,2/3/2022,2/3/2022,2/16/2022,249,North America,Mid,BDR,TRUE
a734U000000tUbcQAE,1/5/2022,2/17/2022,2/16/2022,249,Europe,Mid,Trial,FALSE
a734U000000tYPVQA2,1/13/2022,2/21/2022,2/16/2022,178,North America,SMB,Trial,FALSE
a734U000000tZkUQAU,1/17/2022,2/15/2022,2/16/2022,169,North America,SMB,Trial,FALSE
a734U000000tihtQAA,2/7/2022,2/16/2022,2/16/2022,169,Europe,Agency,Trial,FALSE
a734U000000tJB4QAM,12/2/2021,2/16/2022,2/16/2022,169,Europe,SMB,Trial,FALSE
a734U000000tZkAQAU,1/17/2022,2/25/2022,2/16/2022,169,North America,Agency,Trial,FALSE
a734U000000tZmLQAU,1/17/2022,1/31/2022,2/16/2022,169,North America,SMB,Trial,FALSE
a734U000000tMrrQAE,2/16/2022,2/16/2022,2/16/2022,169,North America,SMB,Trial,FALSE
a734U000000tZnEQAU,1/17/2022,1/27/2022,2/16/2022,169,Europe,SMB,Trial,FALSE
a734U000000tXWBQA2,1/12/2022,2/25/2022,2/16/2022,169,Asia,SMB,Trial,FALSE
a734U000000t6LpQAI,10/31/2021,2/1/2022,2/16/2022,149,Europe,SMB,Trial,FALSE
a734U000000thIOQAY,12/15/2021,12/16/2021,2/16/2022,139,Latin America,SMB,Lead,FALSE
a734U000000tZndQAE,1/17/2022,1/20/2022,2/16/2022,135.77,North America,SMB,Trial,FALSE
a734U000000tYnIQAU,1/14/2022,2/16/2022,2/16/2022,99,North America,SMB,Trial,FALSE
a734U000000tSlfQAE,12/30/2021,2/16/2022,2/16/2022,99,North America,SMB,Trial,FALSE
a734U000000tZPRQA2,1/17/2022,1/26/2022,2/16/2022,98,North America,SMB,Trial,FALSE
a734U000000tmxvQAA,2/14/2022,2/16/2022,2/16/2022,89,North America,SMB,Unknown,FALSE
a734U000000tXNdQAM,1/11/2022,2/16/2022,2/16/2022,89,Latin America,SMB,Trial,FALSE
a734U000000tYCRQA2,1/13/2022,2/15/2022,2/16/2022,82.37,North America,SMB,Trial,FALSE
a734U000000tZgDQAU,1/17/2022,2/25/2022,2/16/2022,49,North America,SMB,Trial,FALSE
a734U000000tmz3QAA,12/2/2021,12/3/2021,2/17/2022,2642.8,North America,Enterprise,Lead,FALSE
a734U000000tmVmQAI,12/15/2021,12/21/2021,2/17/2022,2083.34,North America,Mid,Lead,FALSE
a734U000000tRdGQAU,12/27/2021,2/6/2022,2/17/2022,1658.26,Middle East,Mid,Trial,FALSE
a734U000000tZxdQAE,1/18/2022,2/25/2022,2/17/2022,1192,North America,Agency,Trial,FALSE
a734U000000tnPGQAY,1/18/2022,1/25/2022,2/17/2022,798.87,North America,Mid,Lead,FALSE
a734U000000tnTNQAY,1/5/2022,1/10/2022,2/17/2022,748,North America,Mid,Lead,FALSE
a734U000000tSKjQAM,1/10/2022,1/12/2022,2/17/2022,599,Europe,Agency,Lead,FALSE
a734U000000tnRqQAI,1/31/2022,2/2/2022,2/17/2022,599,North America,Agency,Lead,FALSE
a734U000000taBfQAI,1/18/2022,1/19/2022,2/17/2022,558,Europe,SMB,Trial,FALSE
a734U000000tUpPQAU,1/5/2022,1/7/2022,2/17/2022,418,North America,Mid,Trial,FALSE
a734U000000taAXQAY,1/18/2022,1/27/2022,2/17/2022,402,North America,SMB,Trial,FALSE
a734U000000tVQBQA2,1/6/2022,1/11/2022,2/17/2022,400,North America,SMB,Trial,FALSE
a734U000000tXwiQAE,1/12/2022,1/27/2022,2/17/2022,399,North America,Mid,Trial,FALSE
a734U000000tn51QAA,1/27/2022,2/3/2022,2/17/2022,380.25,North America,Mid,Unknown,FALSE
a734U000000taNqQAI,1/18/2022,1/21/2022,2/17/2022,298,North America,Enterprise,BDR,TRUE
a734U000000tnODQAY,2/8/2022,2/15/2022,2/17/2022,298,North America,Agency,Lead,FALSE
a734U000000taC4QAI,1/18/2022,1/20/2022,2/17/2022,297.92,Europe,SMB,Trial,FALSE
a734U000000teCmQAI,1/27/2022,1/28/2022,2/17/2022,279,Europe,SMB,Trial,FALSE
a734U000000tYLOQA2,1/13/2022,2/15/2022,2/17/2022,275,North America,SMB,Trial,FALSE
a734U000000tXHuQAM,1/11/2022,1/24/2022,2/17/2022,268.17,North America,SMB,Trial,FALSE
a734U000000taKIQAY,1/18/2022,1/20/2022,2/17/2022,268,North America,SMB,Trial,FALSE
a734U000000tWBCQA2,1/9/2022,1/12/2022,2/17/2022,169,North America,SMB,Trial,FALSE
a734U000000ta3bQAA,1/18/2022,1/27/2022,2/17/2022,169,Australia Pacific,Agency,Trial,FALSE
a734U000000tmJqQAI,2/14/2022,2/15/2022,2/17/2022,169,North America,Mid,Lead,FALSE
a734U000000taEUQAY,1/18/2022,2/9/2022,2/17/2022,169,North America,SMB,Trial,FALSE
a734U000000taGBQAY,1/18/2022,3/1/2022,2/17/2022,169,Europe,SMB,Trial,FALSE
a734U000000tZWIQA2,1/17/2022,2/18/2022,2/17/2022,169,Europe,SMB,Trial,FALSE
a734U000000taKDQAY,1/18/2022,2/18/2022,2/17/2022,169,North America,SMB,Trial,FALSE
a734U000000taMYQAY,1/18/2022,2/25/2022,2/17/2022,169,North America,SMB,Trial,FALSE
a734U000000tnUVQAY,2/14/2022,2/17/2022,2/17/2022,169,North America,SMB,Lead,FALSE
a734U000000tXGDQA2,1/11/2022,2/17/2022,2/17/2022,169,North America,Mid,Trial,FALSE
a734U000000taOUQAY,1/18/2022,1/27/2022,2/17/2022,149,North America,SMB,Trial,FALSE
a734U000000tDxRQAU,11/19/2021,2/17/2022,2/17/2022,149,Europe,SMB,Trial,FALSE
a734U000000tF2IQAU,11/22/2021,2/17/2022,2/17/2022,149,North America,Mid,Trial,FALSE
